Index,City,Country,Latitude,Longitude,Temperature (°F),Humidity (%),Cloudiness (%),Wind Speed (mph)
733,Druzhba,Ukraine,52.04024520000001,33.9293828,73.74,64,59,15.64
734,Teneguiban,Philippines,11.3220679,119.4991693,82.18,78,42,5.59
735,Kudahuvadhoo,Maldives,2.6707039,72.8914233,83.8,68,100,8.41
736,Rohnert Park,United States,38.3396367,-122.7010984,47.17,84,0,0
737,Cioroiasiu,Romania,44.0878605,23.4532829,85.5,28,5,6.71
738,Farafangana,Madagascar,-22.817412,47.81803800000001,70.7,75,12,6.91
739,Benghazi,Libya,32.1194242,20.0867909,80.62,51,0,10.58
740,Urumqi,China,43.8266299,87.61688,80.1,28,0,8.95
741,Veraval,India,20.9158979,70.3628516,86.61,72,100,13.35
742,Fuerte Olimpo,Paraguay,-21.046694,-57.87649460000001,65.8,42,89,4.56
743,Amuntai,Indonesia,-2.416604,115.239098,74.14,97,84,0.67
744,Weslaco,United States,26.1595194,-97.9908366,78.35,94,0,0
745,Sungairaya,Indonesia,-0.2467982,109.6163185,80.35,96,25,3.15
746,Barinas,Venezuela,8.6231498,-70.2371045,76.91,83,100,3.44
747,Ixtapa,Mexico,17.6625661,-101.58734,78.08,78,93,4.59
748,Bergen,Netherlands,52.6749368,4.706394599999999,62.92,64,100,5.01
749,Concordia,Argentina,-31.3913921,-58.01743399999999,46.71,80,6,7.31
750,Espanola,United States,35.9910383,-106.0818233,60.82,91,100,3.58
751,Sumbawa,Indonesia,-8.738071999999999,118.1171082,72.46,86,86,5.82
752,Matadi,DR Congo,-5.8508719,13.4627375,83.35,46,34,4.65
753,Tomatlan,Mexico,19.9344504,-105.2516629,77.41,80,100,2.82
754,Iskateley,Russia,67.6766098,53.1295176,57.56,62,100,9.8
755,Samagaltay,Russia,50.60017999999999,94.999641,61.88,66,66,11.48
756,Gizo,Solomon Islands,-8.1058258,156.8349986,81.66,73,14,3.11
757,Cam Pha,Vietnam,21.0718937,107.3201023,82.9,88,87,3.87
758,Iralaya,Honduras,14.9974643,-83.2251702,79.14,85,100,13.22
759,Neryungri,Russia,56.6575311,124.711,55.04,65,4,4.56
760,Wembley,Canada,55.15471410000001,-119.1411576,51.04,87,75,9.22
761,Peringat,Malaysia,6.020314000000001,102.2861441,84.11,74,20,4.61
762,Dingle,Ireland,52.2040594,-10.1242982,55.83,78,69,20.36
763,Waingapu,Indonesia,-9.6646545,120.2498483,76.55,85,100,7.94
764,De-Kastri,Russia,51.475113,140.769104,51.46,95,100,3.65
765,Tutayev,Russia,57.8675746,39.5333394,61.81,89,100,11.1
766,Begoro,Ghana,6.3916263,-0.3795438,77.2,77,87,1.14
767,Porto Santo,Portugal,33.0759749,-16.3346061,70.83,68,40,20.71
768,Kalmunai,Sri Lanka,7.414383099999999,81.8306334,85.37,71,100,13.31
769,Tres Arroyos,Argentina,-38.3775437,-60.27522949999999,48.76,44,100,13.49
770,Codajas,Brazil,-3.8398596,-62.0609996,81.81,68,78,3.56
771,Salamiyah,Syria,35.0113982,37.0561339,92.43,18,0,21.25
772,Troitskoye,Russia,50.7602881,127.9377163,58.23,79,12,2.62
773,Kalomo,Zambia,-17.0299054,26.4783981,78.66,17,0,6.93
774,Rundu,Namibia,-17.9253295,19.7532148,83.39,13,2,6.98
775,Qasigiannguit,Greenland,68.8219742,-51.1817887,38.35,66,80,6.26
776,Atherton,Australia,-17.2666843,145.4768687,58.26,87,36,7.85
777,Sakakah,Saudi Arabia,29.87800309999999,40.1043057,111.42,8,0,11.5
778,Kargil,India,34.5538522,76.1348944,62.74,43,67,8.68
779,Teruel,Spain,40.3456879,-1.1064345,87.08,15,0,21.85
780,Fort Smith,United States,35.3843722,-94.42096459999999,76.37,70,15,8.99
781,Albemarle,United States,38.0567092,-78.6114999,63.01,45,18,1.01
782,Pocone,Brazil,-16.2645026,-56.6281145,74.41,69,5,2.08
783,Ulaanbaatar,Mongolia,47.88639879999999,106.9057439,55.44,82,75,13.42
784,Bacolod,Philippines,10.6840053,122.9563021,79.7,82,100,3.65
785,Dubbo,Australia,-32.2443908,148.614418,50.18,87,100,8.05
786,Samusu,Samoa,-14.0056774,-171.4299586,81.52,77,49,17.11
787,Yanan,China,36.5852899,109.48978,77.77,35,61,7.34
788,Egvekinot,Russia,66.3236774,-179.122453,42.6,94,38,2.8
789,La Grande,United States,45.3245771,-118.0877188,41.72,88,100,5.14
790,Gondanglegi,Indonesia,-8.183743,112.641602,71.49,97,94,2.75
791,Yarovoye,Russia,52.9322752,78.5731129,73.83,54,94,9.86
792,Gornopravdinsk,Russia,60.06797999999999,69.9156299,78.49,42,100,4.18
793,Mbandaka,DR Congo,0.0265717,18.2970692,80.33,61,99,2.44
794,Pochutla,Mexico,15.7489259,-96.4672856,74.66,86,100,2.82
795,Kitimat,Canada,54.0632661,-128.637191,54.19,34,97,1.01
796,Aksay,Russia,47.2641365,39.8712732,87.94,25,14,3
797,Acapulco,Mexico,16.8531086,-99.8236533,75.4,85,99,5.26
798,Meyungs,Palau,7.352715099999999,134.4488579,82.09,71,100,3.67
799,Waitara,New Zealand,-39.0022823,174.2353003,47.97,88,100,16.08
800,Havelock,United States,34.8790492,-76.9013301,69.39,56,5,5.99
801,Sarakhs,Iran,36.5372242,61.1560959,94.48,22,60,20.67
802,Gali,Georgia,42.6259555,41.73491689999999,75.74,72,88,8.08
803,Debre Birhan,Ethiopia,9.6766588,39.5329976,70.84,28,95,18.59
804,Krasnyy Kut,Russia,50.9471841,46.9716104,75.15,49,71,12.01
805,Coari,Brazil,-4.0959143,-63.14226610000001,80.76,63,13,1.83
806,Shelburne,Canada,43.7643579,-65.3240227,60.57,65,36,9.15
807,Bolungarvik,Iceland,66.1517719,-23.261709,55.99,58,100,9.22
808,Mityana,Uganda,0.4016398,32.043969,73.9,55,100,4.5
809,Amberley,New Zealand,-43.1576041,172.7301547,43.02,87,87,13.96
810,Karaidel,Russia,55.8429698,56.8948472,64.4,85,41,7.9
811,Asyut,Egypt,27.1783117,31.1859257,98.76,10,7,18.63
812,Tonekabon,Iran,36.8153575,50.8710828,78.71,76,50,5.21
813,Dunmore East,Ireland,52.1527666,-6.994803999999999,59.97,66,75,12.66
814,Laurel,United States,39.0992752,-76.8483061,62.98,54,0,9.22
815,Greenfield,United States,42.587915,-72.5994104,56.73,65,92,1.99
816,Maniitsoq,Greenland,65.4076761,-52.90057179999999,41.5,91,99,6.04
817,Warrington,United States,40.2492741,-75.1340604,58.95,52,0,8.05
818,Ust-Tsilma,Russia,65.4338788,52.1540756,57.74,66,98,5.55
819,Zlate Moravce,Slovakia,48.3851703,18.3912685,82.9,37,4,11.01
820,Ardmore,United States,40.0067785,-75.2854622,59.63,51,0,8.05
821,Santa Maria,United States,34.9530337,-120.4357191,49.33,94,0,3.91
822,Kapuskasing,Canada,49.38026800000001,-82.40012899999999,46.18,76,100,3.44
823,Hurricane,United States,37.09024,-95.712891,75.69,86,20,7.87
824,Marathon,United States,24.726026,-81.0446262,84,82,15,1.01
825,Kandrian,Papua New Guinea,-6.2066294,149.5339941,75.76,88,6,3.76
826,Kizukuri,Japan,35.0300055,135.492494,71.51,98,100,1.39
827,Baghdad,Iraq,33.315241,44.3660671,118.35,11,0,13.8
828,La Palma,Panama,8.2853585,-78.1792434,75.96,88,100,1.05
829,Buala,Solomon Islands,-8.1662459,159.6189829,77.99,80,11,3.09
830,Mogadishu,Somalia,2.0469343,45.3181623,85.33,66,40,20.71
831,Igrim,Russia,63.1967494,64.4226214,72.16,59,100,6.33
832,Gladstone,Australia,-23.8415948,151.2497708,64.54,68,72,4.61
833,Kapra,India,17.4885251,78.5681716,78.71,89,100,2.3
834,Dakar,Senegal,14.716677,-17.4676861,85.78,70,75,11.5
835,Shuangcheng,China,45.1845399,126.18618,73.27,56,100,6.46
836,Estelle,United States,29.8457628,-90.10673980000001,84.56,71,4,4
837,Yondo,Colombia,6.951009099999999,-74.1709702,73.47,99,100,0.6
838,Topeka,United States,39.0473451,-95.67515759999999,76.98,86,5,4
839,Gorno-Chuyskiy,Russia,57.6386635,111.7329347,59.16,78,36,8.12
840,Itacare,Brazil,-14.2791757,-38.9928508,77.25,67,18,6.46
841,Ratnagiri,India,16.990215,73.31202329999999,81.75,78,100,7.52
842,Ramgarh,India,29.4464076,79.5596415,75.78,47,67,2.48
843,Maragogi,Brazil,-9.0127139,-35.2213834,81.09,68,53,4.94
844,Yambio,Sudan,4.5775693,28.3987842,72.7,83,100,3.67
845,Bellegarde-Sur-Valserine,France,46.10759900000001,5.826179,93.51,26,0,11.25
846,Sinazongwe,Zambia,-17.2223622,27.4791295,76.71,45,0,10.74
847,Capanema,Brazil,-25.6719174,-53.80785230000001,53.83,70,93,3.8
848,Morro Bay,United States,35.3659445,-120.8499924,48.18,90,0,6.13
849,Eregli,Turkey,37.512316,34.048806,84.97,27,3,8.34
850,Stornoway,United Kingdom,58.209435,-6.3848692,54.59,75,75,18.41
851,Havoysund,Norway,70.9963358,24.6623873,43.03,81,42,14.38
852,Lufkin,United States,31.3345562,-94.7321127,76.06,93,0,3.65
853,San Borja,Bolivia,-14.8584943,-66.7470439,68.95,58,0,1.21
854,Kihurio,Tanzania,-4.4654444,38.0750461,82.44,42,95,10.18
855,Rio Grande,Brazil,-29.3646459,-51.6657692,44.1,58,96,1.99
856,Mahon,Spain,39.8873296,4.259619499999999,84.58,51,0,21.85
857,Jieshi,China,22.81723,115.83047,81.12,87,100,8.03
858,San Vicente De Canete,Peru,-13.0764767,-76.3848832,62.85,72,54,1.99
859,Fortuna,United States,40.5981867,-124.1572756,53.91,82,100,1.99
860,Mangaluru,India,12.9141417,74.8559568,83.21,78,40,8.05
861,Jijiga,Ethiopia,9.356783799999999,42.7955185,76.78,43,99,15.46
862,Fort Nelson,Canada,58.8050174,-122.697236,46.04,100,40,3.44
863,Yantongshan,China,30.074107,120.7667,77,90,100,6.51
864,Aswan,Egypt,24.088938,32.8998293,106.41,11,0,12.46
865,Khuzdar,Pakistan,27.8164837,66.6057378,97.32,7,0,18.92
866,Maldonado,Uruguay,-34.9018717,-54.9634343,49.89,50,0,12.66
867,Suao,Taiwan,24.594229,121.8533264,84.43,99,100,4.43
868,Ransang,Philippines,8.895582500000002,117.5730639,80.55,78,85,2.06
869,Zhanakorgan,Kazakhstan,43.9082043,67.24177,99.64,11,100,15.46
870,Saint-Prosper,Canada,46.2128391,-70.4790446,44.89,66,100,9.46
871,Paita,Peru,-5.0938488,-81.0962172,63.5,78,95,11.63
872,Mbini,Equatorial Guinea,1.5831291,9.6146499,78.8,79,96,11.81
873,Susanville,United States,40.4162842,-120.6530063,36.91,88,0,5.75
874,Nouadhibou,Mauritania,20.9425179,-17.0362272,84.07,61,71,5.75
875,Livingston,United States,45.6614105,-110.5599556,57.63,74,100,4.25
876,Lamu,Kenya,-2.2695575,40.9006408,80.67,70,100,15.7
877,Castelo Do Piaui,Brazil,-5.322994,-41.54956749999999,88.21,41,20,7.54
878,Hanko,Finland,59.82834889999999,22.9658712,64.17,69,41,16.8
879,Baker City,United States,44.7748748,-117.8343848,40.75,92,12,5.14
880,Nuuk,Greenland,64.18140989999999,-51.694138,41.86,93,100,2.19
881,Ilhabela,Brazil,-23.8165908,-45.3667925,64.74,83,100,6.69
882,Wajima,Japan,37.3904768,136.8992581,68.38,97,23,10.36
883,Yabelo,Ethiopia,4.8949753,38.1001629,72.88,43,100,8.19
884,Nang Rong,Thailand,14.6335733,102.7934934,78.57,83,100,6.96
885,Manzanillo,Mexico,19.1138094,-104.3384616,77,77,100,2.46
886,Lapua,Finland,62.9719717,23.0023632,54.88,73,100,2.8
887,Gravdal,Norway,68.1203112,13.5365568,53.67,82,40,12.66
888,Kamenskoye,Russia,62.46661,166.211243,42.1,93,53,4.74
889,Aksarka,Russia,66.5619233,67.80145399999999,65.79,71,100,4.05
890,Semey,Kazakhstan,50.4233463,80.250811,80.65,34,0,8.95
891,Tallahassee,United States,30.4382559,-84.28073289999999,81.12,68,0,3
892,Acarau,Brazil,-2.8979192,-40.11921770000001,82.47,70,99,14.52
893,Penzance,United Kingdom,50.118798,-5.537592,56.86,74,100,24.81
894,Puerto Del Rosario,Spain,28.500821,-13.8628367,74.95,73,20,19.57
895,Mayor Pablo Lagerenza,Paraguay,-19.9210258,-60.7766392,68.11,37,0,7.65
896,Lokosovo,Russia,61.131389,74.855278,76.8,40,95,1.79
897,Marsabit,Kenya,2.3354966,37.9943453,77.4,39,91,15.03
898,Nhulunbuy,Australia,-12.1835392,136.7860989,77.54,88,20,8.05
899,Zhezkazgan,Kazakhstan,47.79636559999999,67.7020019,89.71,14,75,15.66
900,Porosozero,Russia,62.97694399999999,32.316667,50.5,98,100,6.73
901,Kano,Nigeria,12.0021794,8.591956099999999,89.64,55,20,8.05
902,Ternate,Indonesia,0.7957999,127.3613533,76.5,76,97,4.25
903,Poum,New Caledonia,-20.2320314,164.0238768,74.52,73,90,25.39
904,Tocopilla,Chile,-22.0886778,-70.1960541,63.7,57,0,6.29
905,Abha,Saudi Arabia,18.2464685,42.5117238,89.74,6,40,14.97
906,Jiddah,Saudi Arabia,21.485811,39.19250479999999,94.91,62,100,14.72
907,Balimo,Papua New Guinea,-8.0053888,142.9036317,74.59,98,81,2.98
908,Dulce Grande,Mexico,23.0033639,-102.1761344,60.42,83,18,13
909,Moron,Mongolia,49.6428895,100.1771896,65.59,38,26,2.35
910,Necochea,Argentina,-38.5544968,-58.73960879999999,50.41,52,100,16.8
911,La Libertad,El Salvador,13.6817661,-89.3606298,66.47,100,100,2.66
912,Launceston,Australia,-41.439068,147.1357671,50.13,86,75,5.75
913,Bambanglipuro,Indonesia,-7.9421019,110.3136865,77.67,88,73,8.7
914,Vysokogornyy,Russia,50.09595849999999,139.1234247,51.78,98,100,2.95
915,Sambava,Madagascar,-14.2713338,50.1678121,74.08,85,38,12.24
916,Mbalmayo,Cameroon,3.5144204,11.5077573,78.48,71,97,2.01
917,Nuevitas,Cuba,21.5500232,-77.2692503,80.06,73,67,6.08
918,Mandurah,Australia,-32.5361038,115.7424077,60.8,74,50,8.32
919,Panzhihua,China,26.5822799,101.71872,81.3,63,100,2.91
920,Nouakchott,Mauritania,18.0735299,-15.9582372,84.18,79,100,14.34
921,Wanning,China,18.7953199,110.38975,82.62,93,100,11.92
922,Takoradi,Ghana,4.9015794,-1.7830973,81.55,67,100,4.9
923,Xiuyan,China,40.2899799,123.28171,68.13,94,5,3
924,Kastron,Greece,38.4937481,23.1602932,79.97,43,0,17.81
925,Manakara,Madagascar,-22.1432288,48.00598249999999,70.48,79,9,6.15
926,Junin,Peru,-11.1581925,-75.9926306,38.62,62,35,2.1
927,Skibbereen,Ireland,51.55592439999999,-9.262130299999999,58.05,60,97,16.98
928,Allapalli,India,17.8299145,80.4799273,86.9,61,99,3.31
929,Buzmeyin,Turkmenistan,38.058734,58.177902,94.66,26,75,16.11
930,Koungou,Mayotte,-12.736928,45.2054349,82.09,69,40,13.8
931,Sydney,Australia,-33.8688197,151.2092955,54.16,80,75,6.91
932,Dezful,Iran,32.3839747,48.399618,120.56,4,0,8.5
933,Kamennomostskiy,Russia,56.1327377,159.5314398,45.21,77,100,5.3
934,Ordzhonikidze,Ukraine,47.6572805,34.07859000000001,78.26,41,2,1.25
935,La Ronge,Canada,55.10823,-105.285989,59.05,94,100,4.61
936,Ibia,Brazil,-19.4878116,-46.5450499,71.22,56,0,6.31
937,Kokkola,Finland,63.8415002,23.1250337,53.28,87,100,5.75
938,Kijang,Indonesia,-0.789275,113.921327,73.17,98,100,0.58
939,Marsaxlokk,Malta,35.8411699,14.5393097,82.83,51,20,9.22
940,Sicamous,Canada,50.8378243,-118.9768156,54.55,98,100,0.72
941,Henderson,United States,36.0395247,-114.9817213,64.98,22,0,18.41
942,Tabukiniberu,Kiribati,-1.340321,175.99517,81.48,76,5,14.36
943,Bonavista,Canada,48.6533449,-53.11182489999999,55.56,88,80,17.78
944,Batagay-Alyta,Russia,67.79280899999999,130.401779,52.32,53,32,14.94
945,Vanderhoof,Canada,54.01397979999999,-124.0129801,47.79,92,86,7.7
946,Pitimbu,Brazil,-7.474863999999999,-34.8103127,83.08,67,66,9.82
947,Lugovoy,Russia,59.884722,65.89999999999999,64.27,92,100,5.73
948,Honningsvag,Norway,70.9822909,25.9702074,42.55,87,100,17.27
949,Castlemaine,Australia,-37.06328999999999,144.2172327,48.78,93,100,5.64
950,Tyler,United States,32.3512601,-95.30106239999999,78.55,81,0,1.01
951,Bom Jardim,Brazil,-22.1631595,-42.4257923,61.88,97,100,1.74
952,Kloulklubed,Palau,7.040244599999999,134.256193,83.8,68,100,3.74
953,Onufriyivka,Ukraine,48.90580430000001,33.4527302,76.64,42,1,7.16
954,Broken Hill,Australia,-31.9595859,141.4608138,54.18,55,100,8.86
955,Mwense,Zambia,-10.3869996,28.7023068,86.41,20,0,2.95
956,Camabatela,Angola,-8.1874595,15.3745964,84.85,20,82,1.59
957,Anchorage,United States,61.2175758,-149.8996785,50.92,84,100,13
958,Spornoye,Russia,62.33970799999999,151.105852,51.24,68,77,3.67
959,Tawang,India,27.5860574,91.8594062,54.72,100,100,2.89
960,Chingirlau,Kazakhstan,51.0980599,54.0840717,74.64,46,59,11.41
961,Zinder,Niger,13.8018124,8.98527,96.66,41,0,13.8
962,Cayambe,Ecuador,0.0425351,-78.1458804,46.72,89,100,2.26
963,Altay,China,47.84563989999999,88.14023,70.36,44,100,12.82
964,Port-Cartier,Canada,50.0212524,-66.8760025,44.73,84,100,12.15
965,Kanigoro,Indonesia,-8.1186669,112.2026347,74.14,92,100,5.5
966,Tikrit,Iraq,34.5990025,43.675025,117.46,7,0,13.47
967,Zaria,Nigeria,11.1247243,7.725376,92.03,33,76,1.12
968,Stanislav,Ukraine,48.922633,24.711117,82.47,39,0,5.68
969,Merauke,Indonesia,-8.4991117,140.4049814,77.5,89,100,13.69
970,Kidal,Mali,18.4520713,1.4096535,100.44,17,97,4.52
971,Falam,Myanmar,22.9141928,93.6750005,61.41,94,100,3.56
972,Nyurba,Russia,63.2803099,118.3618985,64.51,71,12,12.35
973,Cabedelo,Brazil,-7.0402944,-34.8430206,83.05,74,40,9.22
974,Cascais,Portugal,38.6970565,-9.4222945,71.6,63,40,13
975,Kaili,China,26.5675599,107.9804,71.42,97,100,2.98
976,Tukrah,Libya,32.5326308,20.5870955,81.05,53,0,14.12
977,Silvino Lobos,Philippines,12.2865134,124.8844867,74.82,97,95,2.17
978,Maneadero,Mexico,31.7154809,-116.570038,53.55,86,0,5.99
979,Yanam,India,16.7271912,82.21757749999999,85.21,73,100,8.99
980,Tual,Indonesia,-5.626563,132.7520867,80.47,81,94,16.04
981,Ocampo,Mexico,27.3156234,-102.3965211,69.39,80,37,5.03
982,Twentynine Palms,United States,34.1355582,-116.0541689,59.77,28,0,5.32
983,Uttiramerur,India,12.6148734,79.7593693,88.45,62,99,13.13
984,Ust-Maya,Russia,60.38333299999999,134.45,59.63,73,98,3.4
985,Vaitape,French Polynesia,-16.5066392,-151.751464,78.78,78,7,22.64
986,Ashland,United States,42.1945758,-122.7094767,40.3,92,8,0.45
987,Bukachacha,Russia,52.9814526,116.9023537,59.27,99,100,2.46
988,Ossora,Russia,59.23308199999999,163.067535,48.49,85,100,3.56
989,Brahmapuri,India,20.6098549,79.85768279999999,90.72,52,83,5.57
990,Wahiawa,United States,21.4959617,-158.0297748,72.19,76,48,8.7
991,Itamaraju,Brazil,-17.0346471,-39.532573,77.45,63,31,4.79
992,Virklund,Denmark,56.13079699999999,9.559089,62.64,61,100,9.62
993,Guatire,Venezuela,10.4578313,-66.5381024,80.24,64,38,4.59
994,Gazanjyk,Turkmenistan,39.2470722,55.51918569999999,95.97,21,0,11.83
995,Labuhan,Indonesia,-6.878575,112.2234989,79.99,82,96,6.17
996,Adamas,Greece,36.7252955,24.4447587,72.28,72,0,20.54
997,Wanaka,New Zealand,-44.6942992,169.1417356,33.93,91,40,3.89
998,Ndele,Central African Republic,8.4101505,20.6481794,85.71,53,88,3.6
